"","nb.calls","intercall.dur","dom.freq","whine.dur","pulse.rate","nb.pulse","id","year","time","date","male.rep","color","temp","plant.rep","site","sp","treat","pl.rep","daysintreat","loc","location","hour","minutes","circ.time","cos","sin","plants","sp.on.pl","aggregation","molt","age"
"EbLentWi_hom-FST-A-LF-02R_180712-0245pm.txt",6,2.85288599999998,170.4384054541,1.002501,16.5949625991026,4,"_180712-0245p",2018,"02:45:00 PM","12/07/18",2,"R",23.2,"A","FST","LF","homo","A FST 2018",14,"FST","symp",14,45,3.86154097003745,-0.751839807478977,-0.659345815100069,"2018 homo LF FST A","LF","2018 LF FST A","2018-06-21",21
"EbLentWi_hom-FST-A-LF-03W_180712-0255pm.txt",7,3.865848,176.633368005835,0.908791000000008,16.3127480047474,4,"_180712-0255p",2018,"02:55:00 PM","12/07/18",3,"W",23.2,"A","FST","LF","homo","A FST 2018",14,"FST","symp",14,55,3.90517420133731,-0.722363962059756,-0.691513055782269,"2018 homo LF FST A","LF","2018 LF FST A","2018-06-21",21
"EbLentWi_hom-FST-A-LF-04R_180717-0205pm.txt",3,2.964793,173.030337985922,0.846989000000001,16.6148284020523,5,"_180717-0205p",2018,"02:05:00 PM","17/07/18",4,"R",23.1,"A","FST","LF","homo","A FST 2018",14,"FST","symp",14,5,3.68700804483802,-0.854911870672946,-0.518773258160522,"2018 homo LF FST A","LF","2018 LF FST A","2018-06-21",26
"EbLentWi_hom-FST-B-LF-01R_180709-1140am.txt",7,3.039686,169.587337478807,0.866661000000001,14.3206566880329,5,"_180709-1140a",2018,"11:40:00 AM","09/07/18",1,"R",22.6,"B","FST","LF","homo","B FST 2018",14,"FST","symp",11,40,3.05432619099008,-0.996194698091746,0.0871557427476582,"2018 homo LF FST B","LF","2018 LF FST B","2018-06-20",19
"EbLentWi_hom-FST-B-LF-02W_180712-1125am.txt",5,2.832021,182.241571327323,0.757940999999999,16.4052759367413,4,"_180712-1125a",2018,"11:30:00 AM","12/07/18",2,"W",23.1,"B","FST","LF","homo","B FST 2018",14,"FST","symp",11,30,3.01069295969022,-0.99144486137381,0.130526192220052,"2018 homo LF FST B","LF","2018 LF FST B","2018-06-20",22
"EbLentWi_hom-FST-B-LF-03R_180712-1140am.txt",4,3.43562800000001,178.15079475046,0.906853999999996,16.9128901592345,4,"_180712-1140a",2018,"11:40:00 AM","12/07/18",3,"R",23.1,"B","FST","LF","homo","B FST 2018",14,"FST","symp",11,40,3.05432619099008,-0.996194698091746,0.0871557427476582,"2018 homo LF FST B","LF","2018 LF FST B","2018-06-20",22
"EbLentWi_hom-FST-C-HF-01W_180725-1110am.txt",7,2.44010900000001,272.677694964549,0.723189999999988,16.9251131443808,5,"_180725-1110a",2018,"11:10:00 AM","25/07/18",1,"W",22.8,"C","FST","HF","homo","C FST 2018",14,"FST","symp",11,10,2.9234264970905,-0.976296007119933,0.216439613938103,"2018 homo HF FST C","HF","2018 HF FST C","2018-06-30",25
"EbLentWi_hom-FST-C-LF-01R_180712-0945am.txt",5,2.807487,186.181216383935,0.993591000000002,16.991775980425,4,"_180712-0945a",2018,"09:45:00 AM","12/07/18",1,"R",22.5,"C","FST","LF","homo","C FST 2018",14,"FST","symp",9,45,2.55254403104171,-0.831469612302545,0.555570233019603,"2018 homo LF FST C","LF","2018 LF FST C","2018-06-25",17
"EbLentWi_hom-FST-C-LF-02W_180712-1015am.txt",4,3.63911499999999,166.149756313678,1.049421,16.1665804449046,4,"_180712-1015a",2018,"10:15:00 AM","12/07/18",2,"W",23,"C","FST","LF","homo","C FST 2018",14,"FST","symp",10,15,2.68344372494128,-0.896872741532688,0.442288690219002,"2018 homo LF FST C","LF","2018 LF FST C","2018-06-25",17
"EbLentWi_hom-FST-D-HF-01R_180719-1110am.txt",3,3.17021,281.884239538894,0.765364999999989,17.657315646589,4,"_180719-1110a",2018,"11:10:00 AM","19/07/18",1,"R",22.9,"D","FST","HF","homo","D FST 2018",14,"FST","symp",11,10,2.9234264970905,-0.976296007119933,0.216439613938103,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",21
"EbLentWi_hom-FST-D-HF-02R_180802-1200pm.txt",6,2.86111,266.492952741924,0.568184000000002,16.4785910145551,5,"_180802-1200p",2018,"12:00:00 PM","02/08/18",2,"R",23.2,"D","FST","HF","homo","D FST 2018",14,"FST","symp",12,0,3.14159265358979,-1,1.22464679914735e-16,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",35
"EbLentWi_hom-FST-D-HF-03R_180802-1255pm.txt",7,2.19165699999999,303.081326822659,0.639583000000002,19.3398908456561,5,"_180802-1255p",2018,"12:55:00 PM","02/08/18",3,"R",23.1,"D","FST","HF","homo","D FST 2018",14,"FST","symp",12,55,3.38157542573901,-0.971342069813262,-0.237685892326173,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",35
"EbLentWi_hom-FST-D-HF-04R_180814-0910am.txt",5,2.376934,293.800803055529,0.594496999999999,21.3329692506581,5,"_180814-0910a",2018,"09:10:00 AM","14/08/18",4,"R",22.1,"D","FST","HF","homo","D FST 2018",14,"FST","symp",9,10,2.3998277214922,-0.737277336810124,0.67559020761566,"2018 homo HF FST D","HF","2018 HF FST D","2018-06-28",47
"EbLentWi_hom-OLT-A-LF-01R_180719-0410pm.txt",6,4.317294,165.261940175195,0.982162000000002,14.2243969744703,4,"_180719-0410p",2018,"04:10:00 PM","19/07/18",1,"R",23.1,"A","OLT","LF","homo","A OLT 2018",14,"OLT","allo",16,10,4.23242343608625,-0.461748613235034,-0.887010833178222,"2018 homo LF OLT A","LF","2018 LF OLT A","2018-06-28",21
"EbLentWi_hom-OLT-A-LF-02R_180725-0330pm.txt",4,2.68827,161.870503597086,1.072594,15.3286657546113,4,"_180725-0330p",2018,"03:30:00 PM","25/07/18",2,"R",23.2,"A","OLT","LF","homo","A OLT 2018",14,"OLT","allo",15,30,4.05789051088682,-0.608761429008721,-0.793353340291235,"2018 homo LF OLT A","LF","2018 LF OLT A","2018-06-28",27
"EbLentWi_hom-OLT-A-LF-03W_180802-1155am.txt",6,2.889242,173.641257162702,0.952793,16.7205206770139,4,"_180802-1155a",2018,"11:55:00 AM","02/08/18",3,"W",23.1,"A","OLT","LF","homo","A OLT 2018",14,"OLT","allo",11,55,3.11977603793986,-0.999762027079909,0.0218148850345612,"2018 homo LF OLT A","LF","2018 LF OLT A","2018-06-28",35
"EbLentWi_hom-OLT-A-LF-04W_180807-1125am.txt",5,3.48192,165.916967775247,0.849592000000001,16.0986525427829,4,"_180807-1125a",2018,"11:25:00 AM","07/08/18",4,"W",23.1,"A","OLT","LF","homo","A OLT 2018",14,"OLT","allo",11,25,2.98887634404029,-0.988361510467761,0.152123386189917,"2018 homo LF OLT A","LF","2018 LF OLT A","2018-06-28",40
"EbLentWi_hom-OLT-B-LF-01W_180725-0310pm.txt",5,3.241621,165.965921664079,1.04192,17.3304218224669,4,"_180725-0310p",2018,"03:10:00 PM","25/07/18",1,"W",23.1,"B","OLT","LF","homo","B OLT 2018",14,"OLT","allo",15,10,3.9706240482871,-0.67559020761566,-0.737277336810124,"2018 homo LF OLT B","LF","2018 LF OLT B","2018-06-28",27
"EbLentWi_hom-OLT-B-LF-02W_180809-1000am.txt",5,3.473501,171.044129385396,0.997830000000022,16.1734440136016,4,"_180809-1000a",2018,"10:00:00 AM","09/08/18",2,"W",22.9,"B","OLT","LF","homo","B OLT 2018",14,"OLT","allo",10,0,2.61799387799149,-0.866025403784439,0.5,"2018 homo LF OLT B","LF","2018 LF OLT B","2018-06-28",42
"EbLentWi_hom-OLT-D-LF-01W_180719-0420pm.txt",2,3.35320200000001,167.034761789858,0.981259000000009,14.8877316158846,5,"_180719-0420p",2018,"04:20:00 PM","19/07/18",1,"W",23.2,"D","OLT","LF","homo","D OLT 2018",14,"OLT","allo",16,20,4.27605666738611,-0.4226182617407,-0.90630778703665,"2018 homo LF OLT D","LF","2018 LF OLT D","2018-07-01",18
"EbLentWI_homo-BOG_A_LF_01R_200814_0150pm.txt",8,2.43435100000002,175.609756097526,0.665616999999997,19.3645522189367,4,"_200814_0150p",2020," 1:50:00 PM","14/08/20",1,"R",27,"A","BOG","LF","homo","A BOG 2020",6,"BOG","allo",13,50,3.62155819788823,-0.887010833178222,-0.461748613235034,"2020 homo LF BOG A","LF","2020 LF BOG A","2020-07-07",38
"EbLentWi_homo-BOG_A_LF_01W_190812_1132am.txt",10,3.482918,183.662224761746,0.777269,16.3420054909138,5,"_190812_1132a",2019,"11:32:00 AM","12/08/19",1,"W",23.4,"A","BOG","LF","homo","A BOG 2019",20,"BOG","allo",11,32,3.01941960595019,-0.992546151641322,0.121869343405148,"2019 homo LF BOG A","LF","2019 LF BOG A","2019-07-15",28
